Row_id,Year,Plot id,Farm,Harvesting mechanism,Harvesting Type,Speed(ft/sec),Total Fruit,Total Stems,Stem Height(cm),No of Branches,Fruit Gain(gm)
1,2024,B_101,BHF,3,1,0.81,37,31,13.93333333,5.666666667,1584.3333
2,2024,B_101,BHF,3,1,1.62,127,20,10.5,2.666666667,1584.3333
3,2024,B_101,BHF,3,1,2.43,170,38,17.76666667,6.666666667,1584.3333
4,2024,B_102,BHF,3,1,0.68,72,31,20.73333333,7.333333333,3663.3333
5,2024,B_102,BHF,3,1,1.36,132,24,9.433333333,2.666666667,3663.3333
6,2024,B_102,BHF,3,1,2.04,169,33,12.9,9,3663.3333
7,2024,B_103,BHF,3,1,1.07,229,25,8.866666667,7,1631.3333
8,2024,B_103,BHF,3,1,2.14,191,43,16.3,6.666666667,1631.3333
9,2024,B_103,BHF,3,1,3.21,131,48,18.76666667,9,1631.3333
10,2024,B_104,BHF,3,1,1,103,37,20.03333333,9,1023.3333
11,2024,B_104,BHF,3,1,2,123,38,18.33333333,11,1023.3333
12,2024,B_104,BHF,3,1,3,34,28,19.2,8.666666667,1023.3333
13,2024,B_105,BHF,4,0,0.016859345,87,38,15.93333333,7.333333333,4103.3333
14,2024,B_105,BHF,4,0,0.03371869,97,24,15.83333333,11.66666667,4103.3333
15,2024,B_105,BHF,4,0,0.050578035,201,25,14.96666667,8.666666667,4103.3333
16,2024,B_106,BHF,3,1,0.66,69,31,15.3,6,1358.3333
17,2024,B_106,BHF,3,1,1.32,107,31,11.3,2.333333333,1358.3333
18,2024,B_106,BHF,3,1,1.98,78,38,17.93333333,4.666666667,1358.3333
19,2024,B_107,BHF,3,1,0.9,83,45,16.03333333,6,1043.3333
20,2024,B_107,BHF,3,1,1.8,87,39,11.1,3.666666667,1043.3333
21,2024,B_107,BHF,3,1,2.7,75,34,19.3,4.666666667,1043.3333
22,2024,B_108,BHF,4,0,0.012962963,83,36,19.56666667,8,4163.3333
23,2024,B_108,BHF,4,0,0.025925926,124,34,14.4,4.333333333,4163.3333
24,2024,B_108,BHF,4,0,0.038888889,84,44,13.4,5.333333333,4163.3333
25,2024,B_201,BHF,3,1,0.565,139,46,16.83333333,12,2790.3333
26,2024,B_201,BHF,3,1,1.13,247,63,15.2,3.666666667,2790.3333
27,2024,B_201,BHF,3,1,1.695,79,34,14.5,7,2790.3333
28,2024,B_202,BHF,3,1,1.065,94,35,17.33333333,10.66666667,2994.3333
29,2024,B_202,BHF,3,1,2.13,27,27,13,1.666666667,2994.3333
30,2024,B_202,BHF,3,1,3.195,148,13,15.5,7,2994.3333
31,2024,B_203,BHF,3,1,1.43,49,21,12.73333333,2.666666667,919.3333
32,2024,B_203,BHF,3,1,2.145,96,24,14,6,919.3333
33,2024,B_204,BHF,3,1,0.74,41,36,22,10.33333333,2682.3333
34,2024,B_204,BHF,3,1,1.48,98,34,21,4.333333333,2682.3333
35,2024,B_204,BHF,3,1,2.22,124,59,19.63333333,2.333333333,2682.3333
36,2024,B_205,BHF,4,0,0.013534416,33,41,25.16666667,11.33333333,2149.3333
37,2024,B_205,BHF,4,0,0.027068832,108,69,20.06666667,3.666666667,2149.3333
38,2024,B_205,BHF,4,0,0.040603248,87,45,22.33333333,9.333333333,2149.3333
39,2024,B_206,BHF,4,0,0.014610729,43,40,16.5,9.666666667,1883.3333
40,2024,B_206,BHF,4,0,0.029221457,21,57,19.26666667,3.333333333,1883.3333
41,2024,B_206,BHF,4,0,0.043832186,8,25,12.66666667,2.333333333,1883.3333
42,2024,B_207,BHF,3,1,0.975,52,58,19.7,6.333333333,1103.3333
43,2024,B_207,BHF,3,1,1.95,78,71,18.33333333,5,1103.3333
44,2024,B_207,BHF,3,1,2.925,109,53,19.3,6,1103.3333
45,2024,B_208,BHF,3,1,0.78,186,33,22.66666667,7.333333333,1917.3333
46,2024,B_208,BHF,3,1,1.56,124,22,16,5.666666667,1917.3333
47,2024,B_208,BHF,3,1,2.34,32,12,18.86666667,7.666666667,1917.3333
48,2024,B_301,BHF,3,1,0.485,43,12,10.66666667,6.333333333,1930.3333
49,2024,B_301,BHF,3,1,0.97,88,66,16.73333333,4.666666667,1930.3333
50,2024,B_301,BHF,3,1,1.455,60,24,32,4,1930.3333
51,2024,B_302,BHF,3,1,0.99,91,32,19.3,5.333333333,2659.3333
52,2024,B_302,BHF,3,1,1.98,50,57,16.26666667,6,2659.3333
53,2024,B_302,BHF,3,1,2.97,103,17,24.33333333,3,2659.3333
54,2024,B_303,BHF,3,1,0.95,61,23,10,5,2113.3333
55,2024,B_303,BHF,3,1,1.9,121,34,21.5,2.666666667,2113.3333
56,2024,B_303,BHF,3,1,2.85,83,17,21,3.333333333,2113.3333
57,2024,B_304,BHF,4,0,0.019824413,67,44,18,10,3694.3333
58,2024,B_304,BHF,4,0,0.039648825,115,22,23.66666667,6,3694.3333
59,2024,B_304,BHF,4,0,0.059473238,118,21,19,2.333333333,3694.3333
60,2024,B_305,BHF,3,1,0.64,57,35,12.83333333,4.333333333,409.3333
61,2024,B_305,BHF,3,1,1.28,144,49,18.53333333,8,409.3333
62,2024,B_305,BHF,3,1,1.92,89,12,17.33333333,5.333333333,409.3333
63,2024,B_306,BHF,4,0,0.019824413,28,31,15.83333333,7,4304.3333
64,2024,B_306,BHF,4,0,0.039648825,72,44,14.8,5.666666667,4304.3333
65,2024,B_306,BHF,4,0,0.059473238,80,17,17,4.666666667,4304.3333
68,2024,B_307,BHF,3,1,1.545,78,68,18.6,4,1054.3333
69,2024,B_308,BHF,3,1,0.605,70,14,23.33333333,9.333333333,1368.3333
70,2024,B_308,BHF,3,1,1.21,44,42,25.63333333,5,1368.3333
71,2024,B_308,BHF,3,1,1.815,42,23,12.33333333,3.666666667,1368.3333
72,2024,B_401,BHF,3,1,0.675,60,42,23.6,7,2262.3333
73,2024,B_401,BHF,3,1,1.35,75,43,21.26666667,3.666666667,2262.3333
74,2024,B_401,BHF,3,1,2.025,94,45,20.96666667,7.333333333,2262.3333
75,2024,B_402,BHF,3,1,0.98,122,53,20.93333333,9,2385.3333
76,2024,B_402,BHF,3,1,1.96,157,53,15.26666667,9,2385.3333
77,2024,B_402,BHF,3,1,2.94,69,31,10.13333333,3.333333333,2385.3333
78,2024,B_403,BHF,3,1,0.755,110,43,21.06666667,12,3773.3333
79,2024,B_403,BHF,3,1,1.51,122,38,23.86666667,8.333333333,3773.3333
80,2024,B_403,BHF,3,1,2.265,132,47,25.5,8.333333333,3773.3333
81,2024,B_404,BHF,3,1,0.675,122,48,26.96666667,7.666666667,4400.3333
82,2024,B_404,BHF,3,1,1.35,83,42,18.76666667,5,4400.3333
83,2024,B_404,BHF,3,1,2.025,169,35,18.5,9.666666667,4400.3333
84,2024,B_405,BHF,3,1,1.01,72,25,18.13333333,11.66666667,520.3333
85,2024,B_405,BHF,3,1,2.02,70,39,17.76666667,7.333333333,520.3333
86,2024,B_405,BHF,3,1,3.03,70,31,19.36666667,7,520.3333
87,2024,B_406,BHF,4,0,0.021525216,26,22,21.7,9,5284.3333
88,2024,B_406,BHF,4,0,0.043050431,80,32,23.1,12,5284.3333
89,2024,B_406,BHF,4,0,0.064575647,115,25,11.46666667,5.666666667,5284.3333
90,2024,B_407,BHF,4,0,0.012962963,93,29,18.83333333,8.333333333,5415.3333
91,2024,B_407,BHF,4,0,0.025925926,187,57,18.93333333,4,5415.3333
92,2024,B_407,BHF,4,0,0.038888889,86,55,20.5,6.666666667,5415.3333
93,2024,B_408,BHF,3,1,0.645,32,52,24.66666667,7,2137.3333
94,2024,B_408,BHF,3,1,1.29,143,44,11.56666667,4.333333333,2137.3333
95,2024,B_408,BHF,3,1,1.935,64,25,13,8.666666667,2137.3333
96,2024,B_501,BHF,3,1,0.725,96,34,8.333333333,3.666666667,4585.3333
97,2024,B_501,BHF,3,1,1.45,219,48,18.53333333,6.333333333,4585.3333
98,2024,B_501,BHF,3,1,2.175,136,23,24.33333333,8.333333333,4585.3333
99,2024,B_502,BHF,4,0,0.014583334,128,56,12.5,9.666666667,15875.3333
100,2024,B_502,BHF,4,0,0.029166667,150,58,28.16666667,10,15875.3333
101,2024,B_502,BHF,4,0,0.043750001,116,34,22.5,5,15875.3333
102,2024,B_503,BHF,3,1,0.79,105,25,10.33333333,8.333333333,2179.3333
103,2024,B_503,BHF,3,1,1.58,155,26,19.23333333,8.666666667,2179.3333
104,2024,B_503,BHF,3,1,2.37,112,23,15.66666667,10,2179.3333
105,2024,B_504,BHF,4,0,0.013717421,141,37,8.833333333,8.666666667,4598.3333
106,2024,B_504,BHF,4,0,0.027434842,80,38,13.46666667,5.333333333,4598.3333
107,2024,B_504,BHF,4,0,0.041152263,42,23,16.16666667,5.333333333,4598.3333
108,2024,B_505,BHF,3,1,1.04,115,37,12.83333333,6.666666667,1345.3333
109,2024,B_505,BHF,3,1,2.08,184,19,11.83333333,9.333333333,1345.3333
110,2024,B_505,BHF,3,1,3.12,103,15,10.33333333,7.666666667,1345.3333
111,2024,B_506,BHF,3,1,0.99,72,15,9.166666667,6,1257.3333
112,2024,B_506,BHF,3,1,1.98,210,42,13.03333333,5.666666667,1257.3333
113,2024,B_506,BHF,3,1,2.97,122,24,22.66666667,6,1257.3333
115,2024,B_507,BHF,3,1,1.27,11,73,16.86666667,8.666666667,2195.3333
116,2024,B_507,BHF,3,1,1.905,110,22,15.16666667,8,2195.3333
118,2024,B_508,BHF,3,1,1.92,34,21,8.333333333,4.333333333,1089.3333
119,2024,B_508,BHF,3,1,2.88,79,17,20.33333333,8.666666667,1089.3333
120,2024,B_601,BHF,3,1,0.61,91,30,15.26666667,9,1881.3333
121,2024,B_601,BHF,3,1,1.22,62,27,18,6.333333333,1881.3333
122,2024,B_601,BHF,3,1,1.83,16,15,15.5,4.333333333,1881.3333
123,2024,B_602,BHF,4,0,0.022264631,38,22,24.03333333,10.33333333,4753.3333
124,2024,B_602,BHF,4,0,0.044529262,148,34,22.8,20,4753.3333
125,2024,B_602,BHF,4,0,0.066793893,0,19,22.76666667,10,4753.3333
126,2024,B_603,BHF,3,1,1.1,89,46,16.53333333,7.666666667,2404.3333
127,2024,B_603,BHF,3,1,2.2,22,15,9.666666667,1.333333333,2404.3333
128,2024,B_603,BHF,3,1,3.3,155,32,13.73333333,6.666666667,2404.3333
129,2024,B_604,BHF,4,0,0.012962963,157,39,20.93333333,5.333333333,9097.3333
130,2024,B_604,BHF,4,0,0.025925926,164,23,15.93333333,5,9097.3333
131,2024,B_604,BHF,4,0,0.038888889,151,37,19.1,4,9097.3333
132,2024,B_605,BHF,3,1,0.83,118,37,20.13333333,8.666666667,4436.3333
133,2024,B_605,BHF,3,1,1.66,105,46,18.76666667,7.333333333,4436.3333
134,2024,B_605,BHF,3,1,2.49,93,38,22.06666667,6.333333333,4436.3333
135,2024,B_606,BHF,3,1,0.74,101,40,19.6,6,4069.3333
136,2024,B_606,BHF,3,1,1.48,166,28,18.03333333,9.666666667,4069.3333
137,2024,B_606,BHF,3,1,2.22,131,32,22.2,10.33333333,4069.3333
138,2024,B_607,BHF,3,1,0.885,141,33,18.9,5.666666667,2844.3333
139,2024,B_607,BHF,3,1,1.77,261,47,20.2,12,2844.3333
140,2024,B_607,BHF,3,1,2.655,57,35,20.43333333,4.333333333,2844.3333
141,2024,B_608,BHF,3,1,0.925,117,39,16.96666667,7.333333333,1703.3333
142,2024,B_608,BHF,3,1,1.85,45,39,18.26666667,9.333333333,1703.3333
143,2024,B_608,BHF,3,1,2.775,36,30,20.93333333,10,1703.3333
144,2024,A_101,Lynch Hill ,3,1,0.675,190,61,18.7,4.333333333,2111.3333
145,2024,A_101,Lynch Hill ,3,1,1.35,174,41,13.66666667,7,2111.3333
146,2024,A_101,Lynch Hill ,3,1,2.025,93,39,11.83333333,5.666666667,2111.3333
147,2024,A_102,Lynch Hill ,3,1,0.85,188,42,14.3,8,3781.3333
148,2024,A_102,Lynch Hill ,3,1,1.7,226,37,18.93333333,4.666666667,3781.3333
149,2024,A_102,Lynch Hill ,3,1,2.55,97,39,11.33333333,9.666666667,3781.3333
150,2024,A_103,Lynch Hill ,3,1,1.17,183,59,20.3,9,762.3333
151,2024,A_103,Lynch Hill ,3,1,2.34,190,37,12.13333333,4.333333333,762.3333
152,2024,A_103,Lynch Hill ,3,1,3.51,91,33,12.33333333,6.333333333,762.3333
153,2024,A_104,Lynch Hill ,4,0,0.012962963,112,50,18.93333333,8.666666667,10355.3333
154,2024,A_104,Lynch Hill ,4,0,0.025925926,185,36,14.66666667,7.666666667,10355.3333
155,2024,A_104,Lynch Hill ,4,0,0.038888889,141,44,13,5,10355.3333
156,2024,A_105,Lynch Hill ,3,1,1.05,165,42,16.93333333,6.666666667,2794.3333
157,2024,A_105,Lynch Hill ,3,1,2.1,213,31,10.83333333,6.333333333,2794.3333
158,2024,A_105,Lynch Hill ,3,1,3.15,207,33,12.33333333,8,2794.3333
159,2024,A_106,Lynch Hill ,3,1,0.7,180,49,13.83333333,5.666666667,1814.3333
160,2024,A_106,Lynch Hill ,3,1,1.4,64,48,10.5,4.666666667,1814.3333
161,2024,A_106,Lynch Hill ,3,1,2.1,70,51,13.33333333,6.333333333,1814.3333
162,2024,A_107,Lynch Hill ,3,1,0.655,386,52,16.96666667,6.666666667,2668.3333
163,2024,A_107,Lynch Hill ,3,1,1.31,406,42,13.43333333,5.333333333,2668.3333
164,2024,A_107,Lynch Hill ,3,1,1.965,174,47,9,5.333333333,2668.3333
165,2024,A_108,Lynch Hill ,4,0,0.01897019,169,47,17.96666667,8,8057.3333
166,2024,A_108,Lynch Hill ,4,0,0.037940379,229,36,11.76666667,6,8057.3333
167,2024,A_108,Lynch Hill ,4,0,0.056910569,285,48,15,10.33333333,8057.3333
168,2024,A_201,Lynch Hill ,3,1,1.025,184,31,21.53333333,5.666666667,1860.3333
169,2024,A_201,Lynch Hill ,3,1,2.05,51,38,15.8,7.666666667,1860.3333
170,2024,A_201,Lynch Hill ,3,1,3.075,65,41,18.13333333,9.333333333,1860.3333
171,2024,A_202,Lynch Hill ,4,0,0.019428254,144,18,18.76666667,9,9856.3333
172,2024,A_202,Lynch Hill ,4,0,0.038856508,164,35,16.93333333,7.333333333,9856.3333
173,2024,A_202,Lynch Hill ,4,0,0.058284762,155,25,12.83333333,5,9856.3333
174,2024,A_203,Lynch Hill ,3,1,0.855,142,37,18.56666667,7,2772.3333
175,2024,A_203,Lynch Hill ,3,1,1.71,184,44,21.26666667,4.666666667,2772.3333
176,2024,A_203,Lynch Hill ,3,1,2.565,67,45,14.33333333,9,2772.3333
177,2024,A_204,Lynch Hill ,4,0,0.019395955,70,43,25.13333333,3.333333333,6499.3333
178,2024,A_204,Lynch Hill ,4,0,0.038791909,52,50,17.1,7,6499.3333
179,2024,A_204,Lynch Hill ,4,0,0.058187864,67,49,14.26666667,6.666666667,6499.3333
180,2024,A_205,Lynch Hill ,3,1,0.61,38,11,9.2,3.666666667,4325.3333
181,2024,A_205,Lynch Hill ,3,1,1.22,182,47,11.1,4.666666667,4325.3333
182,2024,A_205,Lynch Hill ,3,1,1.83,109,51,17.8,9.333333333,4325.3333
183,2024,A_206,Lynch Hill ,3,1,0.98,117,26,12.83333333,5.333333333,1411.3333
184,2024,A_206,Lynch Hill ,3,1,1.96,192,52,18.06666667,3.333333333,1411.3333
185,2024,A_206,Lynch Hill ,3,1,2.94,177,34,11.76666667,7,1411.3333
186,2024,A_207,Lynch Hill ,3,1,0.815,81,15,13.4,5.666666667,4677.3333
187,2024,A_207,Lynch Hill ,3,1,1.63,177,57,16.53333333,5.666666667,4677.3333
188,2024,A_207,Lynch Hill ,3,1,2.445,178,50,13.9,7,4677.3333
189,2024,A_208,Lynch Hill ,3,1,0.625,215,26,14.13333333,8.333333333,2554.3333
190,2024,A_208,Lynch Hill ,3,1,1.25,128,18,11.06666667,5,2554.3333
191,2024,A_208,Lynch Hill ,3,1,1.875,97,47,13.93333333,3.333333333,2554.3333
192,2024,A_301,Lynch Hill ,4,0,0.017703592,156,51,23.93333333,5,11285.3333
193,2024,A_301,Lynch Hill ,4,0,0.035407183,128,53,14.96666667,6.666666667,11285.3333
194,2024,A_301,Lynch Hill ,4,0,0.053110775,96,26,14.66666667,7.666666667,11285.3333
195,2024,A_302,Lynch Hill ,3,1,0.615,184,68,34.23333333,6,5562.3333
196,2024,A_302,Lynch Hill ,3,1,1.23,130,53,18.23333333,6,5562.3333
197,2024,A_302,Lynch Hill ,3,1,1.845,135,48,22.66666667,3.666666667,5562.3333
198,2024,A_303,Lynch Hill ,3,1,1.045,238,57,17.53333333,3.333333333,1865.3333
199,2024,A_303,Lynch Hill ,3,1,2.09,283,47,17.66666667,6,1865.3333
200,2024,A_303,Lynch Hill ,3,1,3.135,349,46,19.33333333,10,1865.3333
201,2024,A_304,Lynch Hill ,3,1,0.63,215,27,14.76666667,3.666666667,2239.3333
202,2024,A_304,Lynch Hill ,3,1,1.26,302,50,20.06666667,12.33333333,2239.3333
203,2024,A_304,Lynch Hill ,3,1,1.89,97,40,13.66666667,7.333333333,2239.3333
204,2024,A_305,Lynch Hill ,3,1,0.74,283,39,15.6,4.666666667,2173.3333
205,2024,A_305,Lynch Hill ,3,1,1.48,162,31,13.23333333,5,2173.3333
206,2024,A_305,Lynch Hill ,3,1,2.22,108,40,14.66666667,7,2173.3333
207,2024,A_306,Lynch Hill ,3,1,0.89,172,85,20.63333333,9.333333333,3874.3333
208,2024,A_306,Lynch Hill ,3,1,1.78,162,42,17.5,6.333333333,3874.3333
209,2024,A_306,Lynch Hill ,3,1,2.67,144,49,18.66666667,6,3874.3333
210,2024,A_307,Lynch Hill ,4,0,0.015280507,107,61,18.73333333,3.333333333,5667.3333
211,2024,A_307,Lynch Hill ,4,0,0.030561013,76,51,12.23333333,6.333333333,5667.3333
212,2024,A_307,Lynch Hill ,4,0,0.04584152,84,36,13.16666667,6.333333333,5667.3333
213,2024,A_308,Lynch Hill ,3,1,0.755,223,56,17.26666667,7,1920.3333
214,2024,A_308,Lynch Hill ,3,1,1.51,79,32,14.5,3.666666667,1920.3333
215,2024,A_308,Lynch Hill ,3,1,2.265,87,28,15,5.333333333,1920.3333
216,2024,A_401,Lynch Hill ,3,1,1.01,172,21,12.76666667,3,3740.3333
217,2024,A_401,Lynch Hill ,3,1,2.02,243,29,14.5,4.333333333,3740.3333
218,2024,A_401,Lynch Hill ,3,1,3.03,172,21,11.23333333,6.666666667,3740.3333
225,2024,A_404,Lynch Hill ,3,1,0.63,76,44,11.63333333,3.666666667,2173.3333
226,2024,A_404,Lynch Hill ,3,1,1.26,163,26,8.933333333,4.666666667,2173.3333
227,2024,A_404,Lynch Hill ,3,1,1.89,205,29,7.533333333,4,2173.3333
228,2024,A_405,Lynch Hill ,3,1,0.615,137,40,13.86666667,4.666666667,2888.3333
229,2024,A_405,Lynch Hill ,3,1,1.23,214,61,12.63333333,3.666666667,2888.3333
230,2024,A_405,Lynch Hill ,3,1,1.845,53,22,9.533333333,6.666666667,2888.3333
231,2024,A_406,Lynch Hill ,3,1,0.8,110,23,10.56666667,5.666666667,4917.3333
232,2024,A_406,Lynch Hill ,3,1,1.6,358,77,17.46666667,7.333333333,4917.3333
233,2024,A_406,Lynch Hill ,3,1,2.4,95,86,12.26666667,6.333333333,4917.3333
234,2024,A_407,Lynch Hill ,3,1,0.74,87,31,13.03333333,6,2497.3333
235,2024,A_407,Lynch Hill ,3,1,1.48,279,67,17,5.333333333,2497.3333
236,2024,A_407,Lynch Hill ,3,1,2.22,178,63,10.73333333,6.333333333,2497.3333
237,2024,A_408,Lynch Hill ,4,0,0.017879949,21,36,15.43333333,5.666666667,7356.3333
238,2024,A_408,Lynch Hill ,4,0,0.035759898,202,33,9.833333333,4.666666667,7356.3333
239,2024,A_408,Lynch Hill ,4,0,0.053639847,114,44,12.46666667,5.333333333,7356.3333
240,2024,A_501,Lynch Hill ,3,1,0.605,279,48,21,8,7952.3333
241,2024,A_501,Lynch Hill ,3,1,1.21,243,54,16.56666667,12,7952.3333
242,2024,A_501,Lynch Hill ,3,1,1.815,150,43,15.66666667,10.66666667,7952.3333
243,2024,A_502,Lynch Hill ,4,0,0.014492754,367,55,15.33333333,6.666666667,6503.3333
244,2024,A_502,Lynch Hill ,4,0,0.028985507,297,76,15.16666667,5.666666667,6503.3333
245,2024,A_502,Lynch Hill ,4,0,0.043478261,96,32,12.5,4.666666667,6503.3333
246,2024,A_503,Lynch Hill ,4,0,0.020097617,229,32,21.73333333,8.666666667,10040.3333
247,2024,A_503,Lynch Hill ,4,0,0.040195234,79,54,11.5,4.333333333,10040.3333
248,2024,A_503,Lynch Hill ,4,0,0.060292851,189,50,11.66666667,4.333333333,10040.3333
249,2024,A_504,Lynch Hill ,3,1,1.205,88,36,14.13333333,5.333333333,1265.3333
250,2024,A_504,Lynch Hill ,3,1,2.41,69,39,9.566666667,4.666666667,1265.3333
251,2024,A_504,Lynch Hill ,3,1,3.615,73,25,12.33333333,4.333333333,1265.3333
252,2024,A_505,Lynch Hill ,3,1,0.705,91,20,11.1,3.666666667,1403.3333
253,2024,A_505,Lynch Hill ,3,1,1.41,257,68,14.4,5.666666667,1403.3333
254,2024,A_505,Lynch Hill ,3,1,2.115,107,31,12,6.333333333,1403.3333
255,2024,A_506,Lynch Hill ,3,1,0.875,111,17,11.66666667,5.333333333,2674.3333
256,2024,A_506,Lynch Hill ,3,1,1.75,276,49,16.6,14,2674.3333
257,2024,A_506,Lynch Hill ,3,1,2.625,115,49,11,8.666666667,2674.3333
258,2024,A_507,Lynch Hill ,3,1,1.035,297,43,14.96666667,8.666666667,850.3333
259,2024,A_507,Lynch Hill ,3,1,2.07,225,36,12.76666667,5.666666667,850.3333
260,2024,A_507,Lynch Hill ,3,1,3.105,165,40,11.83333333,8.666666667,850.3333
261,2024,A_508,Lynch Hill ,3,1,0.73,253,56,14.4,7,1347.3333
262,2024,A_508,Lynch Hill ,3,1,1.46,128,19,9.3,7.333333333,1347.3333
263,2024,A_508,Lynch Hill ,3,1,2.19,153,41,16.66666667,7,1347.3333
264,2024,A_601,Lynch Hill ,3,1,1.03,60,37,22.63333333,5,2239.3333
265,2024,A_601,Lynch Hill ,3,1,2.06,189,34,9.5,6.333333333,2239.3333
266,2024,A_601,Lynch Hill ,3,1,3.09,262,39,12.66666667,7.333333333,2239.3333
267,2024,A_602,Lynch Hill ,3,1,0.885,40,29,21.96666667,4.333333333,3266.3333
268,2024,A_602,Lynch Hill ,3,1,1.77,77,56,19.56666667,2,3266.3333
269,2024,A_602,Lynch Hill ,3,1,2.655,123,33,10.9,6.666666667,3266.3333
270,2024,A_603,Lynch Hill ,3,1,1,41,23,20.83333333,5.666666667,1462.3333
271,2024,A_603,Lynch Hill ,3,1,2,134,38,17.06666667,7.666666667,1462.3333
272,2024,A_603,Lynch Hill ,3,1,3,124,27,13.2,7,1462.3333
273,2024,A_604,Lynch Hill ,4,0,0.017866259,146,30,14.5,6.333333333,6194.3333
274,2024,A_604,Lynch Hill ,4,0,0.035732517,157,50,14.7,10,6194.3333
275,2024,A_604,Lynch Hill ,4,0,0.053598776,201,41,13.73333333,8,6194.3333
276,2024,A_605,Lynch Hill ,3,1,0.68,26,54,20.23333333,9,1503.3333
277,2024,A_605,Lynch Hill ,3,1,1.36,110,39,15.53333333,7,1503.3333
278,2024,A_605,Lynch Hill ,3,1,2.04,57,27,15.66666667,4.666666667,1503.3333
